id,text,place,retweet_count,favorite_count,user.name,user.location,user.followers_count,user.friends_count,user.favourites_count,user.verified
569986782567071744,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!",,0,0,Patrick Coleman,"Twin Cities, Minn.",452,776,3493,False
570051381534396416,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. 💜✈ #MoodlitMonday,,0,0,Nicole Boedeker,Central Texas,734,1195,3784,False
569933360564342784,@VirginAmerica I have no interesting flying with you after this. I will cancel my next four flights I planned.#neverflyvirginforbusiness,,0,0,another discontent,"Los Angeles, CA",16,80,219,False
570088404156698625,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",,0,0,Rob,Washington DC,207,411,651,False
570004391731847169,@VirginAmerica wish you flew out of Atlanta... Soon?,,0,0,Vincent Vittorio,Los Angeles California,990,295,5358,False
569896805611089920,@virginamerica What is your phone number. I can't find who to call about a flight reservation.,,0,0,Matt Bunk,"Sterling Heights, MI",630,346,466,False
570076792993611776,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,,0,0,Alecia Smith,Texas,309,521,338,False
570001194900426752,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down.,,0,0,Kirsten Smith,,103,124,1482,False
569933405506310144,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and late :(,,0,0,Ari Daie,"Los Angeles, New York",184,8,55,False
570282469121007616,@VirginAmerica SFO-PDX schedule is still MIA.,,0,0,andrew's roasting on an open fyre,"east palo alto, california",1424,606,29140,False
569976620158578688,@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,,0,0,кяιѕтιη gуρѕу ѕ¢нℓσєѕѕєя,next city,2185,669,8615,False
569907336485019648,@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,,0,0,Anonymous,,3,33,0,False
570015408788414464,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,,0,0,Kelley Mangel,"New York, NY",413,403,1544,False
569911674158731264,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no late bag check is not business travel friendly #nomorevirgin",,0,0,another discontent,"Los Angeles, CA",16,80,219,False
570094701371469825,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,,0,0,Joseph,"California, San Francisco",515,2598,2446,False
570025482344898560,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",,0,0,willlenzenjr,"Brooklyn, NY",908,360,24728,False
570285904809598977,@VirginAmerica Thanks!,,0,0,Serge Jespers,Las Vegas,5992,1161,1292,True
570277724385734656,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,,0,0,♏Bri Bri ♏™,west covina,155,188,584,False
569911816937033728,@VirginAmerica I like the TV and interesting video . Just disappointed in cancelled flight when other flights went out to jfk on Saturday .,,0,0,Alison Kelly,,11,59,34,False
569919041244147712,@VirginAmerica Why is the site down?  When will it be back up?,,0,0,Mary Ann Taylor,"New York, NY",31,299,111,False
569920824905306113,@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,,0,0,Tana Craighead,"Los Cabos,Mexico",289,389,385,False
570010571707256832,@VirginAmerica wow this just blew my mind,,0,1,Chelsea Poe 🇳🇱 2021 AVN & XBIZ Nominee,Holland ✈️ San Francisco ,20077,1425,48775,False
569922008588222465,@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4,,0,11,Michael Meador,,2,40,0,False
570035876845084672,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,,0,0,Danny 🖤,"San Francisco, CA",647,1423,8679,False
569948966873370625,"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?",,0,0,Jamie Davis,Croxley Green,428,393,2693,False
570217831557677057,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,,0,0,Adam Singer,"Austin, TX",60671,2879,248098,True
569942903683813376,"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this.",,0,0,Michael Lay,"Miami, FL",910,949,10493,False
569967019958730753,@VirginAmerica everything was fine until you lost my bag,,0,0,Giana Pilar González,"New York, NY",659,1374,1788,False
569935232033366017,@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you.,,0,0,MEME,,42,104,7,False
569933816963342337,@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness,,0,0,another discontent,"Los Angeles, CA",16,80,219,False
569910981868060673,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.",,0,0,Andy Steuer,"Los Angeles, CA",338,304,27,False
570010539499393025,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,,0,0,Bob Glavin,"New York, NY",1845,4279,17466,False
569940323746516993,@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks,,0,0,Taylor Lumsden,"Dallas, Texas",1511,899,2429,True
570258822297579520,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,,0,0,Ryan,"Boston, MA ",243,531,1130,False
570259420287868928,@VirginAmerica I love the hipster innovation. You are a feel good brand.,,0,0,StartupKid,Los Angeles,2577,964,2266,False
570287408438120448,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,,0,2,Moll Anderson,,50942,35962,2131,True
569996412286582784,@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,,0,0,Murph Holder,"new york, new york",242,156,0,False
570270684619923457,I ❤️ flying @VirginAmerica. ☺️👍,,0,0,Brandi Ray Performance Training/BRPT Consulting Gr,"Atlanta, GA",664,3196,22385,False
569989504431316993,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,,0,0,Hanlon Brothers,"Gold Coast, Queensland",820,479,258,False
569599867716132864,Always have it together!!! You're welcome! RT @VirginAmerica: @jessicajaymes You're so welcome.,,2,8,JessicaJaymes,"hollywood, california",210049,2845,78017,False
569429411646156800,@VirginAmerica to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH,,0,0,SWA News,FL410,225,5,0,False
569572942381649920,@VirginAmerica having problems booking on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,,0,0,paulnakada,San Francisco,346,1425,31650,False
569482263345307648,@VirginAmerica Plans to Include Austin to its Dallas Route - TopNews Arab #Emirates http://t.co/aqZWecOkk2,,0,0,SWA News,FL410,225,5,0,False
569311060903268352,"@VirginAmerica a lot of ""apologies"" being thrown out to customers from what I can see.Very sad. Thanks for nothing. Worst airline ever.",,0,0,ProudResister,,34,157,11272,False
569774078233419776,@VirginAmerica your beautiful front-end design is down right now; but it was cool to still book my ticket b/c all your back-end was secure.,,0,2,David Ngo,,1079,509,296,False
569452063920226304,"@VirginAmerica Beats EPS Views, Takes On #SouthwestAir VA LUV - Investor's Business Daily http://t.co/FLwmGDAHxu",,0,0,SWA News,FL410,225,5,0,False
569596097540132864,.@VirginAmerica I don't understand why you need a DM to give me an answer on if you have a damaged luggage policy.,,0,1,"Karen Hartline, CMP",Las Vegas,8683,601,4746,False
569356387785900032,@VirginAmerica I'd love to know what your policy is for damaged luggage.,,0,0,"Karen Hartline, CMP",Las Vegas,8683,601,4746,False
569814339785338880,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience",,0,0,Tasha Jones,"Halifax, Nova Scotia, Canada",57686,2974,3483,False
569633279546036224,@VirginAmerica @ChrysiChrysic your assistance yesterday when u cancelled our flight was to give us a hotel hotline  Shame on you!,,0,0,Chrysi Christou,,4,22,2,False
569615109363929088,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃,,0,0,FiDi Families,New York City,2282,2209,3830,False
569887310713479168,@VirginAmerica your no late bag check just lost you my business. I missed flight and AM apt. Three other people on flight had same exp.,,0,0,another discontent,"Los Angeles, CA",16,80,219,False
569891469210755074,@VirginAmerica check out new music http://t.co/maRcnOCWzn,,0,0,Joey Renick,"Los Angeles, Ca & Emigrant, Mt",198,610,6,False
569892199690678272,@VirginAmerica why must a traveler miss a flight to late check a bag?  I missed my morning appointments and you lost my business. #sfo2lax,,0,0,another discontent,"Los Angeles, CA",16,80,219,False
569566981835218944,"@VirginAmerica I rang, but there is a wait for 35 minutes!! I can book the same ticket through a vendor, fix your site",,0,0,Ruchika Chawla,@ the moment in So Cal,25,43,3,False
569619569372823552,@VirginAmerica why can't we book seats on your flights when we buy them or even during check in? Creates so much anxiety! #frustrated,,0,0,Mr. and Mrs. Travel,"Providence, RI",166,233,8,False
569737603617943552,@VirginAmerica I like the customer service but a 40 min delay just for connecting passengers seems too long. VA370,,0,0,Luke Shulman,"Boston, MA",98,179,28,False
569572740723712001,@VirginAmerica How do I reschedule my cancelled flights online? The change button is greyed out!,,0,0,CJ,CA,24,195,222,False
569323106210152448,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas 😩😭,,0,0,Elaura,,24,206,287,False
569316358845911040,@VirginAmerica Only way to fly! #Elevate #Gold,,0,0,archie gips,"Los Angeles, CA",1682,136,2646,False
569620102389350401,@VirginAmerica always!!! Xoxo,,0,0,Hollywood Hot Mom,All Over!,25757,2779,459,False
569304436612444160,@VirginAmerica you will match my #AmericanAirlines status? Cool!,,0,1,Karen Maria Alston,"Washington, DC",3890,3876,136488,False
569305113589714944,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?,,0,0,Alexis,Chicago ,914,707,7837,False
569770363623575552,"@VirginAmerica Love the team running Gate E9 at LAS tonight. Waited for a delayed flight, and they kept things entertaining",,0,0,Samantha Brittenham Wyman,"Boston, MA",145,597,2238,False
569596445680115712,@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,,0,0,Amelia Wanders 🌎,Wandering,351,1218,4677,False
569318651502989312,@VirginAmerica Flight from BOS &gt; LAS tomorrow was cancelled. No notification; wait times are 1+ hour. Will you rebook on another airline?,,0,0,Justine Jordan,"Boston, MA",11065,1093,4589,False
569666477265018881,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,,0,0,honeybadgeruesny,NYC,1453,4341,1135,False
569562202405019650,@virginamerica why don't any of the pairings include red wine?! Only white is offered :( #redwineisbetter,,0,0,Alex Heit,"Pittsburgh, PA",312,943,416,False
569618527948115968,@VirginAmerica You'd think paying an extra $100 bucks RT for luggage might afford you hiring an extra hand at @sfo #lame,,0,0,VictorHoff,San Diego,2387,956,3591,False
569304208534597632,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,,0,2,El mundo de Floxie,"Buenos Aires, Argentina",64384,1055,125608,True
569652497947734017,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,,0,0,JKF1897 joe f,,102,271,3092,False
569459618881019905,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,,0,0,SWA News,FL410,225,5,0,False
569873669700358144,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/tZZJhuIbCH #CheapFlights #FareCompare",,0,0,flyfromWAS,"Washington, DC",3640,477,10,True
569354267854704641,@VirginAmerica Thank you for the follow,,0,0,Simone Pasmore,Barbados ,584,1825,219,False
569748316776325120,@VirginAmerica Use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,,0,0,usagibrian,San Francisco CA,66,188,988,False
569594386066984960,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,,0,1,"Karen Hartline, CMP",Las Vegas,8683,601,4746,False
569494748341407744,@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,,0,0,Alex Heit,"Pittsburgh, PA",312,943,416,False
569318130356502528,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt,,0,0,miaerolinea,Worldwide,10274,8098,7,False
569633630978310145,@VirginAmerica has flight number 276 from SFO to Cabo San Lucas arrived yet?,,0,0,◇♤AMYSTIKA DELGADO♤◇,"Las Vegas, NV",415,2295,44295,False
569580805036453888,@VirginAmerica thank you for checking in. tickets are purchased and customer is happy ;-),,0,0,paulnakada,San Francisco,346,1425,31650,False
569351220097216512,@VirginAmerica - too many apologies! You r the worse airlines! Don't even respond to your cudtomers,,0,0,Chrysi Christou,,4,22,2,False
569643262459269120,@VirginAmerica is flight 882 cancelled and what do I do if it is?,,0,0,Lawrence Yang,,17,21,5,False
569894407001939968,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,,0,0,Sarah Ward,"Manhattan Beach, CA",216,582,20041,False
569540405676654592,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,,0,0,Bradley Jones,"San Francisco, CA",6,85,293,False
569887049446076416,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",,0,1,The Duchess,Black Mirror Season 6 ,3132,5003,12387,False
569872058613673984,@VirginAmerica Have a great week 🌞✈,,0,2,Silvana 🇮🇹,,3031,1297,135016,False
569608328998887424,@VirginAmerica question: is it not possible to book a seat for an infant under 2? It's not giving me the option but we want a seat for him.,,0,0,Tyler Starrine,Los Angeles,420,392,46,False
569277854950817792,@VirginAmerica trying to book a flight &amp; your site is down 😁,,0,0,Lex,"bay area, ca",266,239,25550,False
569574961158815745,@VirginAmerica my drivers license is expired by a little over a month. Can I fly Friday morning using my expired license?,,0,0,Heather Rodriguez,"Tulare, CA",115,154,508,False
569609971383586817,"@VirginAmerica I paid the premium to fly you across the country, you cancel my flight and offer no check fee or upgrade love? Sad face :(",,0,0,mlorenzen,"iPhone: 29.741360,-90.131523",505,578,8132,False
569741221783957504,"@VirginAmerica And now the flight booking site is totally down. Folks, what is the problem?",,0,0,usagibrian,San Francisco CA,66,188,988,False
569616490380439552,@VirginAmerica best customer service rep in the world! #irmafromDallas takes the cake!!!,,0,1,Skate Mamas,"Los Angeles, CA",755,725,138,False
569649116487290880,@VirginAmerica How can I watch the #Oscars2015 on my JFK-&gt;SFO flight?,,0,0,Stephen R. Fox,"San Francisco, CA",1680,663,16796,False
569541127340040192,@VirginAmerica is the website down?,,0,0,stacey aaronson,Los Angeles,231,352,51783,False
569348775631675392,@VirginAmerica shame on VA for making people spend money in stranded cities when other airlines are landing at JFK! Who will reimburse me?,,0,0,Chrysi Christou,,4,22,2,False
569311498301870080,@VirginAmerica If only you guys had flights from CMH.,,0,0,Brandon,,58,116,2166,False
569614024578600960,@VirginAmerica you have amazing staff &amp; super helpful as I just ran the @WaltDisneyWorld #PrincessHalf they have spoiled me with comfort!!!,,0,0,Hollywood Hot Mom,All Over!,25757,2779,459,False
569873664612704256,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare",,0,0,flyfromLAX,"Los Angeles, CA",2107,68,19,False
569575003248676864,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely cancelled for Monday, February 23?",,0,0,Rhea Thurman,,14,7,0,False
569891436100874241,@virginamerica how's a direct flight FLL-&gt;SFO have unexpected layover in Vegas 4 fuel yet peeps next to me bought for Vegas flight. #sneaky,,0,0,Michael Lay,"Miami, FL",910,949,10493,False
569263837448269826,@VirginAmerica you stink. Flight canceled from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,,0,0,Nancy J. Friedman,New York City,1944,1321,3610,False
569625609799774208,"@VirginAmerica, @reallytallchris dropped a track on you... https://t.co/zv2pt6TRK9",,0,0,DROP,,672,1013,118,True
569675144353828864,@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!,,0,0,Cheryl Eng,,210,419,4474,False
569873668131717120,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",,0,0,flyfromSEA,Seattle,800,4,3,False
569298165855338497,@VirginAmerica thanks!,,0,0,Lex,"bay area, ca",266,239,25550,False
569625739231948800,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,,1,0,Lisa Pineiro,,1501,173,450,False
569630092273410048,@VirginAmerica Another delayed flight? #likingyoulessandless,,0,0,VictorHoff,San Diego,2387,956,3591,False
569873665640292353,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/B2Xi4YG5T8 #CheapFlights #FareCompare",,0,0,flyfromNYC,"New York City, NY",4037,1036,10,False
569634318349246464,@VirginAmerica @FiDiFamilies us too! Terrible airline! Just gave us a hotel hotline number and said sorry,,0,0,Chrysi Christou,,4,22,2,False
569847920192655361,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",,0,0,Nicholas Vasile,"Fort Lauderdale, FL",67,40,12,False
569614365755899905,@VirginAmerica please provide status for flight 769.  I cant imagine it's on time as the Web indicates  dude to weather here and/or Dallas,,0,0,Jarryd Osborne,"Los Angeles, CA",108,337,246,False
569282249717194754,@VirginAmerica Because we never rec'd cancellation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,,0,0,FiDi Families,New York City,2282,2209,3830,False
569777607371128834,@VirginAmerica and again! Another rep kicked butt! Naelah represents your team so beautifully!! Thank you!!!,,0,0,Skate Mamas,"Los Angeles, CA",755,725,138,False
569861209781989377,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH,,0,0,Adam JW,Earth,166,532,1567,False
569223788639821824,@VirginAmerica I was so looking forward to my first flight with you today but it was cancelled along with the subsequent one ...,,0,0,Properties Online,"California, USA",9607,3692,20,True
569224234150404096,@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,,0,0,Properties Online,"California, USA",9607,3692,20,True
569197515993534464,@virginamerica spruce moose!,,0,0,Eric Lee,Brooklyn,386,1124,67932,False
569250469178175488,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously,,0,0,Todd Whitten,"Natick, MA, USA",602,560,4065,False
569197611393163264,@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,,0,0,jeredscott,"Chattanooga, TN",1965,673,1055,False
568898405189038080,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,,0,0,Airline Fuel News,Global,384,6,0,False
569253311813185537,@VirginAmerica Keep up the great work :),,0,0,Jason,"Los Angeles, California",1122,1550,13595,False
568929979981033472,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,,1,0,DJ Chuang 🍊 莊迪斐,"Orange County, CA",8961,4462,1832,False
568945265899483136,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,,0,2,Daisy Davenport,NE FL,486,677,4962,False
568977439398821888,@VirginAmerica any plans to start flying direct from DAL to LAS?,,0,0,The Tuna,,554,1167,2344,False
568923762764095488,@VirginAmerica I see what you did there ;),,0,0,Alyssa Sarmiento,"Bay Area, CA",526,528,15053,False
568989005162766337,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G",,0,0,Airline Fuel News,Global,384,6,0,False
568890062286385153,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,,0,0,Liza Utter,"Malibu, CA",6776,0,43,False
568840560347373569,@VirginAmerica would love to do more for virgin just like I do for @GoPro,,0,0,Misha Vladimirskiy,San Francisco,1091,603,2264,False
568868127364096000,@VirginAmerica Is there anything going on with the website? I've been getting a lot of errors past 30 minutes.,,0,0,Derk-Jan Karrenbeld,Rotterdam ♡ The Netherlands,556,750,11983,False
569179517522046977,"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",,0,0,returnvoid;,"Vancouver, British Columbia",404,1086,9314,False
569197967959154688,@VirginAmerica sounds like fun !,,0,0,Layla,"CALIFORNIA, USA",369,2142,8300,False
569192778468626432,"@VirginAmerica the CSS on your site is a 404 right now, please fix. Site unusable.",,0,0,Philip Tellis,"Cambridge, MA, USA, Earth",3580,1233,236,False
568910590921609216,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,,0,1,Editor / Maverick Gaymers 🌈,"San Francisco, CA",10172,1981,69413,False
568864815654899712,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,,0,0,Mike Buso,"Las Vegas, NV",1468,1811,15721,False
568928605226426370,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,,0,0,Airline Fuel News,Global,384,6,0,False
568867068331864064,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,,0,0,HotelChick.,"NY, NY",185,693,3,False
569205125278859265,@VirginAmerica thanks so much!,,0,0,NinJaSistah,Miami,688,1178,373,False
568901823215448064,"@VirginAmerica moved my seat with no notice. ""Better seat"" is cabin select not behind the row I selected👎 #DISAPPOINTED",,0,0,Sharisse Brown,Los Angeles,180,258,161,False
569018352464588800,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",,0,0,Fly WOAW 2018,"Loveland, CO",71,194,0,False
569212570478911489,@VirginAmerica Like http://t.co/VPqEm31XUQ,,0,2,stefan pinto,,16508,615,825,True
569222494952886272,@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,,0,0,Carlos Campos,,20,0,28,False
568890074164809728,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-),,0,1,Editor / Maverick Gaymers 🌈,"San Francisco, CA",10172,1981,69413,False
